center,left,right,steering,throttle,reverse,speed
center_2022_09_18_12_03_39_656.jpg,left_2022_09_18_12_03_39_656.jpg,right_2022_09_18_12_03_39_656.jpg,-0.1680954,0.1846472,0.0,14.72159
center_2022_09_18_12_03_39_759.jpg,left_2022_09_18_12_03_39_759.jpg,right_2022_09_18_12_03_39_759.jpg,-0.3629991,0.0,0.0,14.83141
center_2022_09_18_12_03_39_863.jpg,left_2022_09_18_12_03_39_863.jpg,right_2022_09_18_12_03_39_863.jpg,-0.06576307,0.0,0.0,14.42227
center_2022_09_18_12_03_40_369.jpg,left_2022_09_18_12_03_40_369.jpg,right_2022_09_18_12_03_40_369.jpg,0.0,0.4183002,0.0,14.95403
center_2022_09_18_12_03_40_575.jpg,left_2022_09_18_12_03_40_575.jpg,right_2022_09_18_12_03_40_575.jpg,-0.1476195,0.0,0.0,15.00094
center_2022_09_18_12_03_40_679.jpg,left_2022_09_18_12_03_40_679.jpg,right_2022_09_18_12_03_40_679.jpg,-0.2370273,0.0,0.0,14.76805
center_2022_09_18_12_03_42_527.jpg,left_2022_09_18_12_03_42_527.jpg,right_2022_09_18_12_03_42_527.jpg,0.0,0.1509129,0.0,13.80186
center_2022_09_18_12_03_42_932.jpg,left_2022_09_18_12_03_42_932.jpg,right_2022_09_18_12_03_42_932.jpg,-0.0412077,0.0,0.0,13.99662
center_2022_09_18_12_03_43_036.jpg,left_2022_09_18_12_03_43_036.jpg,right_2022_09_18_12_03_43_036.jpg,-0.2734296,0.0,0.0,13.77067
center_2022_09_18_12_03_43_552.jpg,left_2022_09_18_12_03_43_552.jpg,right_2022_09_18_12_03_43_552.jpg,0.0,0.2235216,0.0,13.51404
center_2022_09_18_12_03_43_965.jpg,left_2022_09_18_12_03_43_965.jpg,right_2022_09_18_12_03_43_965.jpg,-0.3192675,0.0,0.0,13.24133
center_2022_09_18_12_03_44_070.jpg,left_2022_09_18_12_03_44_070.jpg,right_2022_09_18_12_03_44_070.jpg,-0.05747483,0.0,0.0,12.772
center_2022_09_18_12_03_44_478.jpg,left_2022_09_18_12_03_44_478.jpg,right_2022_09_18_12_03_44_478.jpg,-0.1883688,0.0,0.0,12.48784
center_2022_09_18_12_03_44_581.jpg,left_2022_09_18_12_03_44_581.jpg,right_2022_09_18_12_03_44_581.jpg,-0.1572498,0.0,0.0,12.05103
center_2022_09_18_12_03_44_686.jpg,left_2022_09_18_12_03_44_686.jpg,right_2022_09_18_12_03_44_686.jpg,0.0,0.0,0.0,12.24362
center_2022_09_18_12_03_44_893.jpg,left_2022_09_18_12_03_44_893.jpg,right_2022_09_18_12_03_44_893.jpg,0.0,0.343068,0.0,12.07194
center_2022_09_18_12_03_45_824.jpg,left_2022_09_18_12_03_45_824.jpg,right_2022_09_18_12_03_45_824.jpg,-0.2990238,0.0,0.0,12.62537
center_2022_09_18_12_03_46_543.jpg,left_2022_09_18_12_03_46_543.jpg,right_2022_09_18_12_03_46_543.jpg,0.0,0.100755,0.0,12.62811
center_2022_09_18_12_03_46_644.jpg,left_2022_09_18_12_03_46_644.jpg,right_2022_09_18_12_03_46_644.jpg,-0.3055062,0.0,0.0,12.28184
center_2022_09_18_12_03_46_748.jpg,left_2022_09_18_12_03_46_748.jpg,right_2022_09_18_12_03_46_748.jpg,-0.1788615,0.0,0.0,12.35733
center_2022_09_18_12_03_47_373.jpg,left_2022_09_18_12_03_47_373.jpg,right_2022_09_18_12_03_47_373.jpg,0.0,0.0,0.0,12.90682
center_2022_09_18_12_03_47_475.jpg,left_2022_09_18_12_03_47_475.jpg,right_2022_09_18_12_03_47_475.jpg,0.0,0.09732389,0.0,12.47991
center_2022_09_18_12_03_48_198.jpg,left_2022_09_18_12_03_48_198.jpg,right_2022_09_18_12_03_48_198.jpg,-0.04010609,0.5325776,0.0,13.19081
center_2022_09_18_12_03_48_400.jpg,left_2022_09_18_12_03_48_400.jpg,right_2022_09_18_12_03_48_400.jpg,0.0,0.7971668,0.0,14.48209
center_2022_09_18_12_03_48_605.jpg,left_2022_09_18_12_03_48_605.jpg,right_2022_09_18_12_03_48_605.jpg,-0.1640082,0.9012245,0.0,16.15733
center_2022_09_18_12_03_48_705.jpg,left_2022_09_18_12_03_48_705.jpg,right_2022_09_18_12_03_48_705.jpg,-0.04130849,1.0,0.0,17.1445
center_2022_09_18_12_03_48_810.jpg,left_2022_09_18_12_03_48_810.jpg,right_2022_09_18_12_03_48_810.jpg,0.0,1.0,0.0,18.18777
center_2022_09_18_12_03_49_122.jpg,left_2022_09_18_12_03_49_122.jpg,right_2022_09_18_12_03_49_122.jpg,-0.2194227,0.3704762,0.0,20.60976
center_2022_09_18_12_03_49_227.jpg,left_2022_09_18_12_03_49_227.jpg,right_2022_09_18_12_03_49_227.jpg,-0.2685204,0.07097576,0.0,20.56044
center_2022_09_18_12_03_51_786.jpg,left_2022_09_18_12_03_51_786.jpg,right_2022_09_18_12_03_51_786.jpg,0.0,0.0451908,0.0,16.92114
center_2022_09_18_12_03_52_708.jpg,left_2022_09_18_12_03_52_708.jpg,right_2022_09_18_12_03_52_708.jpg,0.0,0.0,0.0,17.20518
center_2022_09_18_12_03_52_917.jpg,left_2022_09_18_12_03_52_917.jpg,right_2022_09_18_12_03_52_917.jpg,-0.035304,0.1332495,0.0,16.85131
center_2022_09_18_12_03_53_020.jpg,left_2022_09_18_12_03_53_020.jpg,right_2022_09_18_12_03_53_020.jpg,-0.09332369,6.779283e-05,0.0,16.83406
center_2022_09_18_12_03_53_948.jpg,left_2022_09_18_12_03_53_948.jpg,right_2022_09_18_12_03_53_948.jpg,-0.0955983,0.1131801,0.0,16.11845
center_2022_09_18_12_03_54_359.jpg,left_2022_09_18_12_03_54_359.jpg,right_2022_09_18_12_03_54_359.jpg,-0.1302654,0.0,0.0,15.92018
center_2022_09_18_12_03_54_463.jpg,left_2022_09_18_12_03_54_463.jpg,right_2022_09_18_12_03_54_463.jpg,-0.1152585,0.0,0.0,15.73963
center_2022_09_18_12_03_54_668.jpg,left_2022_09_18_12_03_54_668.jpg,right_2022_09_18_12_03_54_668.jpg,0.0,0.0,0.0,15.40862
center_2022_09_18_12_03_54_772.jpg,left_2022_09_18_12_03_54_772.jpg,right_2022_09_18_12_03_54_772.jpg,-0.0677127,0.0,0.0,15.2514
center_2022_09_18_12_03_54_876.jpg,left_2022_09_18_12_03_54_876.jpg,right_2022_09_18_12_03_54_876.jpg,-0.1253838,0.0,0.0,15.05105
center_2022_09_18_12_03_55_183.jpg,left_2022_09_18_12_03_55_183.jpg,right_2022_09_18_12_03_55_183.jpg,0.0,0.288123,0.0,14.70994
center_2022_09_18_12_03_55_796.jpg,left_2022_09_18_12_03_55_796.jpg,right_2022_09_18_12_03_55_796.jpg,-0.3046065,0.4756545,0.0,15.6202
center_2022_09_18_12_03_56_103.jpg,left_2022_09_18_12_03_56_103.jpg,right_2022_09_18_12_03_56_103.jpg,0.0,0.0,0.0,15.98819
center_2022_09_18_12_03_56_516.jpg,left_2022_09_18_12_03_56_516.jpg,right_2022_09_18_12_03_56_516.jpg,0.0,0.5656599,0.0,16.02341
center_2022_09_18_12_03_57_336.jpg,left_2022_09_18_12_03_57_336.jpg,right_2022_09_18_12_03_57_336.jpg,0.0,0.0,0.0,16.24768
center_2022_09_18_12_03_57_442.jpg,left_2022_09_18_12_03_57_442.jpg,right_2022_09_18_12_03_57_442.jpg,0.0,0.0,0.0,16.08193
center_2022_09_18_12_03_57_547.jpg,left_2022_09_18_12_03_57_547.jpg,right_2022_09_18_12_03_57_547.jpg,-0.0500484,0.0,0.0,15.91591
center_2022_09_18_12_03_57_649.jpg,left_2022_09_18_12_03_57_649.jpg,right_2022_09_18_12_03_57_649.jpg,-0.1324983,0.0,0.0,15.73497
center_2022_09_18_12_03_57_750.jpg,left_2022_09_18_12_03_57_750.jpg,right_2022_09_18_12_03_57_750.jpg,0.0,0.0,0.0,15.56727
center_2022_09_18_12_03_58_260.jpg,left_2022_09_18_12_03_58_260.jpg,right_2022_09_18_12_03_58_260.jpg,0.0,0.4604032,0.0,16.4529
center_2022_09_18_12_03_58_573.jpg,left_2022_09_18_12_03_58_573.jpg,right_2022_09_18_12_03_58_573.jpg,-0.1563432,0.0,0.0,16.35966
center_2022_09_18_12_03_59_087.jpg,left_2022_09_18_12_03_59_087.jpg,right_2022_09_18_12_03_59_087.jpg,0.0,0.0,0.0,15.4885
center_2022_09_18_12_03_59_392.jpg,left_2022_09_18_12_03_59_392.jpg,right_2022_09_18_12_03_59_392.jpg,0.0,0.5772789,0.0,15.82241
center_2022_09_18_12_04_00_217.jpg,left_2022_09_18_12_04_00_217.jpg,right_2022_09_18_12_04_00_217.jpg,-0.048192,0.0,0.0,16.85732
center_2022_09_18_12_04_00_323.jpg,left_2022_09_18_12_04_00_323.jpg,right_2022_09_18_12_04_00_323.jpg,-0.1699332,0.0,0.0,16.66281
center_2022_09_18_12_04_01_342.jpg,left_2022_09_18_12_04_01_342.jpg,right_2022_09_18_12_04_01_342.jpg,0.0,0.1979298,0.0,16.57179
center_2022_09_18_12_04_01_546.jpg,left_2022_09_18_12_04_01_546.jpg,right_2022_09_18_12_04_01_546.jpg,-0.0444765,0.0,0.0,16.27853
center_2022_09_18_12_04_01_649.jpg,left_2022_09_18_12_04_01_649.jpg,right_2022_09_18_12_04_01_649.jpg,-0.3519258,0.0,0.0,16.06951
center_2022_09_18_12_04_01_751.jpg,left_2022_09_18_12_04_01_751.jpg,right_2022_09_18_12_04_01_751.jpg,-0.1214952,0.0,0.0,15.88893
center_2022_09_18_12_04_01_956.jpg,left_2022_09_18_12_04_01_956.jpg,right_2022_09_18_12_04_01_956.jpg,0.0,0.0,0.0,15.52
center_2022_09_18_12_04_02_162.jpg,left_2022_09_18_12_04_02_162.jpg,right_2022_09_18_12_04_02_162.jpg,0.0,0.0,0.0,15.20108
center_2022_09_18_12_04_02_263.jpg,left_2022_09_18_12_04_02_263.jpg,right_2022_09_18_12_04_02_263.jpg,0.0,0.0,0.0,15.04444
center_2022_09_18_12_04_02_467.jpg,left_2022_09_18_12_04_02_467.jpg,right_2022_09_18_12_04_02_467.jpg,0.2027229,0.0,0.0,14.72384
center_2022_09_18_12_04_04_624.jpg,left_2022_09_18_12_04_04_624.jpg,right_2022_09_18_12_04_04_624.jpg,0.0,0.0,0.0,11.75178
center_2022_09_18_12_04_04_724.jpg,left_2022_09_18_12_04_04_724.jpg,right_2022_09_18_12_04_04_724.jpg,-0.1039707,0.0,0.0,11.6378
center_2022_09_18_12_04_04_830.jpg,left_2022_09_18_12_04_04_830.jpg,right_2022_09_18_12_04_04_830.jpg,-0.0795633,0.0,0.0,11.49791
center_2022_09_18_12_04_05_139.jpg,left_2022_09_18_12_04_05_139.jpg,right_2022_09_18_12_04_05_139.jpg,-0.2409705,0.0,0.0,11.23835
center_2022_09_18_12_04_05_241.jpg,left_2022_09_18_12_04_05_241.jpg,right_2022_09_18_12_04_05_241.jpg,-0.08971685,0.0,0.0,11.08933
center_2022_09_18_12_04_05_653.jpg,left_2022_09_18_12_04_05_653.jpg,right_2022_09_18_12_04_05_653.jpg,0.0,0.2682396,0.0,10.80758
center_2022_09_18_12_04_05_961.jpg,left_2022_09_18_12_04_05_961.jpg,right_2022_09_18_12_04_05_961.jpg,0.0,0.0,0.0,11.15006
center_2022_09_18_12_04_06_785.jpg,left_2022_09_18_12_04_06_785.jpg,right_2022_09_18_12_04_06_785.jpg,0.0,0.0,0.0,11.00696
center_2022_09_18_12_04_06_992.jpg,left_2022_09_18_12_04_06_992.jpg,right_2022_09_18_12_04_06_992.jpg,-0.1266336,0.0,0.0,10.77174
center_2022_09_18_12_04_07_405.jpg,left_2022_09_18_12_04_07_405.jpg,right_2022_09_18_12_04_07_405.jpg,0.0,0.1627428,0.0,10.8646
